crosscourt;down_middle;down_the_line;inside_out;inside_in;date;tournoi;categorie;type_surface;joueur;row
10;13;7;0;0;16/07/2017;wimbledon;F;Grass;Roger Federer;B
3;3;2;0;0;16/07/2017;wimbledon;F;Grass;Roger Federer;S
53;28;12;29;3;10/07/2017;wimbledon;R16;Grass;Grigor Dimitrov;Total
31;11;7;28;3;10/07/2017;wimbledon;R16;Grass;Grigor Dimitrov;F
18;13;4;0;0;10/07/2017;wimbledon;R16;Grass;Grigor Dimitrov;B
4;4;1;1;0;10/07/2017;wimbledon;R16;Grass;Grigor Dimitrov;S
33;36;21;12;3;10/07/2017;wimbledon;R16;Grass;Roger Federer;Total
20;21;12;10;3;10/07/2017;wimbledon;R16;Grass;Roger Federer;F
10;11;7;2;0;10/07/2017;wimbledon;R16;Grass;Roger Federer;B
3;4;2;0;0;10/07/2017;wimbledon;R16;Grass;Roger Federer;S
54;16;33;28;6;24/01/2017;australian open;QF;Hard;Roger Federer;Total
34;5;16;23;6;24/01/2017;australian open;QF;Hard;Roger Federer;F
17;10;13;5;0;24/01/2017;australian open;QF;Hard;Roger Federer;B
3;1;4;0;0;24/01/2017;australian open;QF;Hard;Roger Federer;S
19;19;16;3;0;24/01/2017;australian open;QF;Hard;Mischa Zverev;Total
7;4;7;2;0;24/01/2017;australian open;QF;Hard;Mischa Zverev;F
7;7;5;0;0;24/01/2017;australian open;QF;Hard;Mischa Zverev;B
5;8;4;1;0;24/01/2017;australian open;QF;Hard;Mischa Zverev;S
131;70;61;20;0;31/05/2017;roland garros;R64;Clay;Sergiy Stakhovsky;Total
57;23;30;13;0;31/05/2017;roland garros;R64;Clay;Sergiy Stakhovsky;F
46;36;19;6;0;31/05/2017;roland garros;R64;Clay;Sergiy Stakhovsky;B
28;11;12;1;0;31/05/2017;roland garros;R64;Clay;Sergiy Stakhovsky;S
148;50;58;37;14;31/05/2017;roland garros;R64;Clay;David Goffin;Total
87;24;35;32;12;31/05/2017;roland garros;R64;Clay;David Goffin;F
55;24;23;4;1;31/05/2017;roland garros;R64;Clay;David Goffin;B
6;2;0;1;1;31/05/2017;roland garros;R64;Clay;David Goffin;S
55;32;7;20;2;30/05/2017;roland garros;R128;Clay;Nick Kyrgios;Total
23;13;3;20;2;30/05/2017;roland garros;R128;Clay;Nick Kyrgios;F
31;18;4;0;0;30/05/2017;roland garros;R128;Clay;Nick Kyrgios;B
1;1;0;0;0;30/05/2017;roland garros;R128;Clay;Nick Kyrgios;S
67;33;11;20;3;30/05/2017;roland garros;R128;Clay;Philipp Kohlschreiber;Total
19;17;8;17;3;30/05/2017;roland garros;R128;Clay;Philipp Kohlschreiber;F
36;14;3;2;0;30/05/2017;roland garros;R128;Clay;Philipp Kohlschreiber;B
12;2;0;1;0;30/05/2017;roland garros;R128;Clay;Philipp Kohlschreiber;S
56;42;37;18;2;17/01/2005;australian open;R128;Hard;Novak Djokovic;Total
28;23;19;15;2;17/01/2005;australian open;R128;Hard;Novak Djokovic;F
27;19;17;3;0;17/01/2005;australian open;R128;Hard;Novak Djokovic;B
1;0;1;0;0;17/01/2005;australian open;R128;Hard;Novak Djokovic;S
81;32;11;19;2;17/01/2005;australian open;R128;Hard;Marat Safin;Total
43;16;3;12;2;17/01/2005;australian open;R128;Hard;Marat Safin;F
34;10;4;5;0;17/01/2005;australian open;R128;Hard;Marat Safin;B
4;6;4;2;0;17/01/2005;australian open;R128;Hard;Marat Safin;S
81;66;16;38;3;10/09/2017;us open;F;Hard;Kevin Anderson;Total
51;36;6;35;3;10/09/2017;us open;F;Hard;Kevin Anderson;F
30;28;10;3;0;10/09/2017;us open;F;Hard;Kevin Anderson;B
0;2;0;0;0;10/09/2017;us open;F;Hard;Kevin Anderson;S
80;68;21;20;1;10/09/2017;us open;F;Hard;Rafael Nadal;Total
55;27;11;15;1;10/09/2017;us open;F;Hard;Rafael Nadal;F
23;26;4;0;0;10/09/2017;us open;F;Hard;Rafael Nadal;B
2;15;6;5;0;10/09/2017;us open;F;Hard;Rafael Nadal;S
26;11;26;10;2;28/01/1993;australian open;SF;Hard;Pete Sampras;Total
12;3;10;8;2;28/01/1993;australian open;SF;Hard;Pete Sampras;F
11;6;7;1;0;28/01/1993;australian open;SF;Hard;Pete Sampras;B
3;2;9;1;0;28/01/1993;australian open;SF;Hard;Pete Sampras;S
33;7;20;5;0;28/01/1993;australian open;SF;Hard;Stefan Edberg;Total
10;4;14;3;0;28/01/1993;australian open;SF;Hard;Stefan Edberg;F
13;2;5;2;0;28/01/1993;australian open;SF;Hard;Stefan Edberg;B
10;1;1;0;0;28/01/1993;australian open;SF;Hard;Stefan Edberg;S
71;38;22;23;4;13/01/2014;australian open;R128;Hard;Ricardas Berankis;Total
31;13;14;20;4;13/01/2014;australian open;R128;Hard;Ricardas Berankis;F
38;22;6;2;0;13/01/2014;australian open;R128;Hard;Ricardas Berankis;B
2;3;2;1;0;13/01/2014;australian open;R128;Hard;Ricardas Berankis;S
71;39;34;18;1;13/01/2014;australian open;R128;Hard;Alexandr Dolgopolov;Total
35;9;21;15;1;13/01/2014;australian open;R128;Hard;Alexandr Dolgopolov;F
29;24;8;0;0;13/01/2014;australian open;R128;Hard;Alexandr Dolgopolov;B
7;6;5;3;0;13/01/2014;australian open;R128;Hard;Alexandr Dolgopolov;S
53;16;24;16;9;19/01/1996;australian open;R32;Hard;Mark Philippoussis;Total
26;9;12;16;9;19/01/1996;australian open;R32;Hard;Mark Philippoussis;F
22;3;11;0;0;19/01/1996;australian open;R32;Hard;Mark Philippoussis;B
5;4;1;0;0;19/01/1996;australian open;R32;Hard;Mark Philippoussis;S
69;9;22;6;2;19/01/1996;australian open;R32;Hard;Pete Sampras;Total
35;1;8;6;2;19/01/1996;australian open;R32;Hard;Pete Sampras;F
31;6;13;0;0;19/01/1996;australian open;R32;Hard;Pete Sampras;B
3;2;1;0;0;19/01/1996;australian open;R32;Hard;Pete Sampras;S
26;12;11;8;2;06/07/2003;wimbledon;F;Grass;Roger Federer;Total
12;5;3;8;2;06/07/2003;wimbledon;F;Grass;Roger Federer;F
11;4;5;0;0;06/07/2003;wimbledon;F;Grass;Roger Federer;B
3;3;3;0;0;06/07/2003;wimbledon;F;Grass;Roger Federer;S
21;9;5;4;0;06/07/2003;wimbledon;F;Grass;Mark Philippoussis;Total
9;5;2;3;0;06/07/2003;wimbledon;F;Grass;Mark Philippoussis;F
9;2;0;1;0;06/07/2003;wimbledon;F;Grass;Mark Philippoussis;B
3;2;3;0;0;06/07/2003;wimbledon;F;Grass;Mark Philippoussis;S
44;35;23;25;2;28/01/1994;australian open;SF;Hard;Pete Sampras;Total
15;12;12;22;2;28/01/1994;australian open;SF;Hard;Pete Sampras;F
18;20;8;2;0;28/01/1994;australian open;SF;Hard;Pete Sampras;B
11;3;3;1;0;28/01/1994;australian open;SF;Hard;Pete Sampras;S
50;31;15;38;3;28/01/1994;australian open;SF;Hard;Jim Courier;Total
23;13;5;36;3;28/01/1994;australian open;SF;Hard;Jim Courier;F
16;14;8;2;0;28/01/1994;australian open;SF;Hard;Jim Courier;B
11;4;2;0;0;28/01/1994;australian open;SF;Hard;Jim Courier;S
11;10;4;4;0;13/09/1998;us open;F;Hard;Patrick Rafter;Total
7;2;1;1;0;13/09/1998;us open;F;Hard;Patrick Rafter;F
3;2;2;2;0;13/09/1998;us open;F;Hard;Patrick Rafter;B
1;6;1;1;0;13/09/1998;us open;F;Hard;Patrick Rafter;S
12;7;3;2;0;13/09/1998;us open;F;Hard;Mark Philippoussis;Total
7;6;1;1;0;13/09/1998;us open;F;Hard;Mark Philippoussis;F
4;1;2;1;0;13/09/1998;us open;F;Hard;Mark Philippoussis;B
1;0;0;0;0;13/09/1998;us open;F;Hard;Mark Philippoussis;S
82;21;31;30;13;26/01/2007;australian open;SF;Hard;Tommy Haas;Total
25;8;9;29;13;26/01/2007;australian open;SF;Hard;Tommy Haas;F
43;12;17;1;0;26/01/2007;australian open;SF;Hard;Tommy Haas;B
14;1;5;0;0;26/01/2007;australian open;SF;Hard;Tommy Haas;S
81;23;20;40;9;26/01/2007;australian open;SF;Hard;Fernando Gonzalez;Total
25;9;10;38;9;26/01/2007;australian open;SF;Hard;Fernando Gonzalez;F
8;8;3;2;0;26/01/2007;australian open;SF;Hard;Fernando Gonzalez;B
48;6;7;0;0;26/01/2007;australian open;SF;Hard;Fernando Gonzalez;S
181;52;68;201;27;24/01/1995;australian open;QF;Hard;Jim Courier;Total
52;27;47;200;27;24/01/1995;australian open;QF;Hard;Jim Courier;F
108;20;18;1;0;24/01/1995;australian open;QF;Hard;Jim Courier;B
21;5;3;0;0;24/01/1995;australian open;QF;Hard;Jim Courier;S
217;70;89;71;18;24/01/1995;australian open;QF;Hard;Pete Sampras;Total
33;13;27;67;18;24/01/1995;australian open;QF;Hard;Pete Sampras;F
140;38;43;3;0;24/01/1995;australian open;QF;Hard;Pete Sampras;B
44;19;19;1;0;24/01/1995;australian open;QF;Hard;Pete Sampras;S
71;18;31;14;1;27/01/1994;australian open;SF;Hard;Todd Martin;Total
33;7;7;9;1;27/01/1994;australian open;SF;Hard;Todd Martin;F
31;7;21;2;0;27/01/1994;australian open;SF;Hard;Todd Martin;B
7;4;3;3;0;27/01/1994;australian open;SF;Hard;Todd Martin;S
49;15;15;4;0;27/01/1994;australian open;SF;Hard;Stefan Edberg;Total
26;6;7;1;0;27/01/1994;australian open;SF;Hard;Stefan Edberg;F
18;4;5;3;0;27/01/1994;australian open;SF;Hard;Stefan Edberg;B
5;5;3;0;0;27/01/1994;australian open;SF;Hard;Stefan Edberg;S
143;52;64;31;0;25/01/1991;australian open;SF;Hard;Stefan Edberg;Total
45;21;43;26;0;25/01/1991;australian open;SF;Hard;Stefan Edberg;F
42;18;10;5;0;25/01/1991;australian open;SF;Hard;Stefan Edberg;B
56;13;11;0;0;25/01/1991;australian open;SF;Hard;Stefan Edberg;S
162;67;85;50;12;25/01/1991;australian open;SF;Hard;Ivan Lendl;Total
56;25;26;36;12;25/01/1991;australian open;SF;Hard;Ivan Lendl;F
80;29;38;10;0;25/01/1991;australian open;SF;Hard;Ivan Lendl;B
26;13;21;4;0;25/01/1991;australian open;SF;Hard;Ivan Lendl;S
74;24;47;10;0;22/01/1992;australian open;QF;Hard;Stefan Edberg;Total
19;12;29;8;0;22/01/1992;australian open;QF;Hard;Stefan Edberg;F
27;3;10;2;0;22/01/1992;australian open;QF;Hard;Stefan Edberg;B
28;9;8;0;0;22/01/1992;australian open;QF;Hard;Stefan Edberg;S
112;25;53;29;8;22/01/1992;australian open;QF;Hard;Ivan Lendl;Total
43;4;14;24;7;22/01/1992;australian open;QF;Hard;Ivan Lendl;F
43;11;24;4;1;22/01/1992;australian open;QF;Hard;Ivan Lendl;B
26;10;15;1;0;22/01/1992;australian open;QF;Hard;Ivan Lendl;S
66;28;31;13;7;16/01/2018;australian open;R128;Hard;Roger Federer;Total
34;8;20;12;6;16/01/2018;australian open;R128;Hard;Roger Federer;F
17;16;9;1;1;16/01/2018;australian open;R128;Hard;Roger Federer;B
15;4;2;0;0;16/01/2018;australian open;R128;Hard;Roger Federer;S
67;24;13;39;8;16/01/2018;australian open;R128;Hard;Aljaz Bedene;Total
40;15;4;36;8;16/01/2018;australian open;R128;Hard;Aljaz Bedene;F
20;8;6;3;0;16/01/2018;australian open;R128;Hard;Aljaz Bedene;B
7;1;3;0;0;16/01/2018;australian open;R128;Hard;Aljaz Bedene;S
82;27;31;23;14;20/01/2018;australian open;R32;Hard;Roger Federer;Total
31;10;12;19;14;20/01/2018;australian open;R32;Hard;Roger Federer;F
43;17;14;4;0;20/01/2018;australian open;R32;Hard;Roger Federer;B
8;0;5;0;0;20/01/2018;australian open;R32;Hard;Roger Federer;S
98;29;34;14;0;20/01/2018;australian open;R32;Hard;Richard Gasquet;Total
24;18;20;11;0;20/01/2018;australian open;R32;Hard;Richard Gasquet;F
70;10;12;3;0;20/01/2018;australian open;R32;Hard;Richard Gasquet;B
4;1;2;0;0;20/01/2018;australian open;R32;Hard;Richard Gasquet;S
86;25;20;26;3;18/01/2018;australian open;R64;Hard;Jan Lennard Struff;Total
27;9;12;22;3;18/01/2018;australian open;R64;Hard;Jan Lennard Struff;F
49;13;8;4;0;18/01/2018;australian open;R64;Hard;Jan Lennard Struff;B
10;3;0;0;0;18/01/2018;australian open;R64;Hard;Jan Lennard Struff;S
67;39;20;22;10;18/01/2018;australian open;R64;Hard;Roger Federer;Total
33;16;10;22;10;18/01/2018;australian open;R64;Hard;Roger Federer;F
25;17;9;0;0;18/01/2018;australian open;R64;Hard;Roger Federer;B
9;6;1;0;0;18/01/2018;australian open;R64;Hard;Roger Federer;S
126;33;41;45;11;28/01/2018;australian open;F;Hard;Marin Cilic;Total
51;15;21;43;11;28/01/2018;australian open;F;Hard;Marin Cilic;F
68;17;20;2;0;28/01/2018;australian open;F;Hard;Marin Cilic;B
7;1;0;0;0;28/01/2018;australian open;F;Hard;Marin Cilic;S
111;55;18;28;9;28/01/2018;australian open;F;Hard;Roger Federer;Total
38;27;7;28;9;28/01/2018;australian open;F;Hard;Roger Federer;F
48;19;10;0;0;28/01/2018;australian open;F;Hard;Roger Federer;B
25;9;1;0;0;28/01/2018;australian open;F;Hard;Roger Federer;S
44;37;6;8;1;26/01/2018;australian open;SF;Hard;Hyeon Chung;Total
19;10;1;7;1;26/01/2018;australian open;SF;Hard;Hyeon Chung;F
23;23;3;1;0;26/01/2018;australian open;SF;Hard;Hyeon Chung;B
2;4;2;0;0;26/01/2018;australian open;SF;Hard;Hyeon Chung;S
30;33;12;9;1;26/01/2018;australian open;SF;Hard;Roger Federer;Total
18;20;6;7;1;26/01/2018;australian open;SF;Hard;Roger Federer;F
7;7;4;2;0;26/01/2018;australian open;SF;Hard;Roger Federer;B
5;6;2;0;0;26/01/2018;australian open;SF;Hard;Roger Federer;S
22;12;13;12;3;07/07/1996;wimbledon;F;Grass;Richard Krajicek;Total
14;5;10;10;3;07/07/1996;wimbledon;F;Grass;Richard Krajicek;F
3;3;3;2;0;07/07/1996;wimbledon;F;Grass;Richard Krajicek;B
5;4;0;0;0;07/07/1996;wimbledon;F;Grass;Richard Krajicek;S
34;18;11;7;2;07/07/1996;wimbledon;F;Grass;Malivai Washington;Total
16;2;6;3;2;07/07/1996;wimbledon;F;Grass;Malivai Washington;F
15;10;5;0;0;07/07/1996;wimbledon;F;Grass;Malivai Washington;B
3;6;0;4;0;07/07/1996;wimbledon;F;Grass;Malivai Washington;S
268;125;94;85;10;31/08/2006;us open;R64;Hard;Marcos Baghdatis;Total
87;42;37;64;10;31/08/2006;us open;R64;Hard;Marcos Baghdatis;F
161;70;53;21;0;31/08/2006;us open;R64;Hard;Marcos Baghdatis;B
20;13;4;0;0;31/08/2006;us open;R64;Hard;Marcos Baghdatis;S
359;128;49;41;4;31/08/2006;us open;R64;Hard;Andre Agassi;Total
110;51;24;32;4;31/08/2006;us open;R64;Hard;Andre Agassi;F
208;73;21;9;0;31/08/2006;us open;R64;Hard;Andre Agassi;B
41;4;4;0;0;31/08/2006;us open;R64;Hard;Andre Agassi;S
103;24;39;46;3;24/01/2018;australian open;QF;Hard;Tomas Berdych;Total
50;10;18;42;3;24/01/2018;australian open;QF;Hard;Tomas Berdych;F
39;9;16;4;0;24/01/2018;australian open;QF;Hard;Tomas Berdych;B
14;5;5;0;0;24/01/2018;australian open;QF;Hard;Tomas Berdych;S
104;44;36;21;12;24/01/2018;australian open;QF;Hard;Roger Federer;Total
49;24;15;18;12;24/01/2018;australian open;QF;Hard;Roger Federer;F
30;16;15;3;0;24/01/2018;australian open;QF;Hard;Roger Federer;B
25;4;6;0;0;24/01/2018;australian open;QF;Hard;Roger Federer;S
101;43;29;28;7;22/01/2018;australian open;R16;Hard;Roger Federer;Total
42;20;15;25;7;22/01/2018;australian open;R16;Hard;Roger Federer;F
38;18;10;3;0;22/01/2018;australian open;R16;Hard;Roger Federer;B
21;5;4;0;0;22/01/2018;australian open;R16;Hard;Roger Federer;S
98;50;33;40;8;22/01/2018;australian open;R16;Hard;Marton Fucsovics;Total
44;23;22;36;8;22/01/2018;australian open;R16;Hard;Marton Fucsovics;F
29;18;8;3;0;22/01/2018;australian open;R16;Hard;Marton Fucsovics;B
25;9;3;1;0;22/01/2018;australian open;R16;Hard;Marton Fucsovics;S
151;59;62;32;6;23/01/2018;australian open;QF;Hard;Rafael Nadal;Total
78;22;21;32;6;23/01/2018;australian open;QF;Hard;Rafael Nadal;F
61;31;22;0;0;23/01/2018;australian open;QF;Hard;Rafael Nadal;B
12;6;19;0;0;23/01/2018;australian open;QF;Hard;Rafael Nadal;S
147;53;58;31;18;23/01/2018;australian open;QF;Hard;Marin Cilic;Total
100;18;27;25;18;23/01/2018;australian open;QF;Hard;Marin Cilic;F
46;32;27;6;0;23/01/2018;australian open;QF;Hard;Marin Cilic;B
1;3;4;0;0;23/01/2018;australian open;QF;Hard;Marin Cilic;S
177;115;74;76;10;21/01/2017;australian open;R32;Hard;Rafael Nadal;Total
119;41;29;67;10;21/01/2017;australian open;R32;Hard;Rafael Nadal;F
56;44;18;4;0;21/01/2017;australian open;R32;Hard;Rafael Nadal;B
2;30;27;5;0;21/01/2017;australian open;R32;Hard;Rafael Nadal;S
228;115;58;71;8;21/01/2017;australian open;R32;Hard;Alexander Zverev;Total
112;56;19;39;8;21/01/2017;australian open;R32;Hard;Alexander Zverev;F
115;54;38;31;0;21/01/2017;australian open;R32;Hard;Alexander Zverev;B
1;5;1;1;0;21/01/2017;australian open;R32;Hard;Alexander Zverev;S
131;89;39;50;19;21/01/2018;australian open;R16;Hard;Grigor Dimitrov;Total
75;28;20;49;19;21/01/2018;australian open;R16;Hard;Grigor Dimitrov;F
28;32;10;0;0;21/01/2018;australian open;R16;Hard;Grigor Dimitrov;B
28;29;9;1;0;21/01/2018;australian open;R16;Hard;Grigor Dimitrov;S
168;45;47;52;8;21/01/2018;australian open;R16;Hard;Nick Kyrgios;Total
72;22;25;40;8;21/01/2018;australian open;R16;Hard;Nick Kyrgios;F
80;18;21;11;0;21/01/2018;australian open;R16;Hard;Nick Kyrgios;B
16;5;1;1;0;21/01/2018;australian open;R16;Hard;Nick Kyrgios;S
153;75;36;40;2;08/06/2012;roland garros;SF;Clay;Novak Djokovic;Total
48;33;14;32;2;08/06/2012;roland garros;SF;Clay;Novak Djokovic;F
102;37;21;8;0;08/06/2012;roland garros;SF;Clay;Novak Djokovic;B
3;5;1;0;0;08/06/2012;roland garros;SF;Clay;Novak Djokovic;S
137;97;39;50;5;08/06/2012;roland garros;SF;Clay;Roger Federer;Total
53;46;18;47;5;08/06/2012;roland garros;SF;Clay;Roger Federer;F
68;39;21;3;0;08/06/2012;roland garros;SF;Clay;Roger Federer;B
16;12;0;0;0;08/06/2012;roland garros;SF;Clay;Roger Federer;S
91;65;29;24;2;22/01/2007;australian open;R16;Hard;Roger Federer;Total
51;26;15;17;2;22/01/2007;australian open;R16;Hard;Roger Federer;F
29;28;13;5;0;22/01/2007;australian open;R16;Hard;Roger Federer;B
11;11;1;2;0;22/01/2007;australian open;R16;Hard;Roger Federer;S
91;64;24;35;4;22/01/2007;australian open;R16;Hard;Novak Djokovic;Total
45;25;13;30;4;22/01/2007;australian open;R16;Hard;Novak Djokovic;F
42;37;10;4;0;22/01/2007;australian open;R16;Hard;Novak Djokovic;B
4;2;1;1;0;22/01/2007;australian open;R16;Hard;Novak Djokovic;S
189;69;69;36;1;12/09/1992;us open;SF;Hard;Michael Chang;Total
58;21;20;23;1;12/09/1992;us open;SF;Hard;Michael Chang;F
126;43;44;13;0;12/09/1992;us open;SF;Hard;Michael Chang;B
5;5;5;0;0;12/09/1992;us open;SF;Hard;Michael Chang;S
105;44;49;23;0;12/09/1992;us open;SF;Hard;Stefan Edberg;Total
23;20;29;17;0;12/09/1992;us open;SF;Hard;Stefan Edberg;F
24;15;12;1;0;12/09/1992;us open;SF;Hard;Stefan Edberg;B
58;9;8;5;0;12/09/1992;us open;SF;Hard;Stefan Edberg;S
109;29;35;41;8;28/05/2018;roland garros;R128;Clay;Borna Coric;Total
33;10;26;40;8;28/05/2018;roland garros;R128;Clay;Borna Coric;F
71;15;9;1;0;28/05/2018;roland garros;R128;Clay;Borna Coric;B
5;4;0;0;0;28/05/2018;roland garros;R128;Clay;Borna Coric;S
106;47;30;28;9;28/05/2018;roland garros;R128;Clay;Philipp Kohlschreiber;Total
37;16;16;28;9;28/05/2018;roland garros;R128;Clay;Philipp Kohlschreiber;F
50;26;13;0;0;28/05/2018;roland garros;R128;Clay;Philipp Kohlschreiber;B
19;5;1;0;0;28/05/2018;roland garros;R128;Clay;Philipp Kohlschreiber;S
160;155;54;72;13;03/09/2014;us open;QF;Hard;Novak Djokovic;Total
64;65;27;64;13;03/09/2014;us open;QF;Hard;Novak Djokovic;F
66;75;23;6;0;03/09/2014;us open;QF;Hard;Novak Djokovic;B
30;15;4;2;0;03/09/2014;us open;QF;Hard;Novak Djokovic;S
246;125;24;57;4;03/09/2014;us open;QF;Hard;Andy Murray;Total
113;42;12;41;4;03/09/2014;us open;QF;Hard;Andy Murray;F
75;54;11;11;0;03/09/2014;us open;QF;Hard;Andy Murray;B
58;29;1;5;0;03/09/2014;us open;QF;Hard;Andy Murray;S
35;17;21;39;4;04/06/2018;roland garros;R16;Clay;John Isner;Total
10;9;15;39;4;04/06/2018;roland garros;R16;Clay;John Isner;F
20;7;6;0;0;04/06/2018;roland garros;R16;Clay;John Isner;B
5;1;0;0;0;04/06/2018;roland garros;R16;Clay;John Isner;S
62;14;7;26;3;04/06/2018;roland garros;R16;Clay;Juan Martin Del Potro;Total
19;6;3;26;3;04/06/2018;roland garros;R16;Clay;Juan Martin Del Potro;F
32;8;3;0;0;04/06/2018;roland garros;R16;Clay;Juan Martin Del Potro;B
11;0;1;0;0;04/06/2018;roland garros;R16;Clay;Juan Martin Del Potro;S
119;33;47;25;3;05/06/2018;roland garros;QF;Clay;Alexander Zverev;Total
46;24;24;22;2;05/06/2018;roland garros;QF;Clay;Alexander Zverev;F
67;9;17;1;1;05/06/2018;roland garros;QF;Clay;Alexander Zverev;B
6;0;6;2;0;05/06/2018;roland garros;QF;Clay;Alexander Zverev;S
131;33;9;29;8;05/06/2018;roland garros;QF;Clay;Dominic Thiem;Total
61;14;4;27;8;05/06/2018;roland garros;QF;Clay;Dominic Thiem;F
39;14;3;2;0;05/06/2018;roland garros;QF;Clay;Dominic Thiem;B
31;5;2;0;0;05/06/2018;roland garros;QF;Clay;Dominic Thiem;S
187;68;48;62;15;05/06/2018;roland garros;QF;Clay;Marco Cecchinato;Total
63;22;17;61;15;05/06/2018;roland garros;QF;Clay;Marco Cecchinato;F
100;39;26;1;0;05/06/2018;roland garros;QF;Clay;Marco Cecchinato;B
24;7;5;0;0;05/06/2018;roland garros;QF;Clay;Marco Cecchinato;S
215;50;57;59;14;05/06/2018;roland garros;QF;Clay;Novak Djokovic;Total
76;22;25;58;14;05/06/2018;roland garros;QF;Clay;Novak Djokovic;F
134;24;30;1;0;05/06/2018;roland garros;QF;Clay;Novak Djokovic;B
5;4;2;0;0;05/06/2018;roland garros;QF;Clay;Novak Djokovic;S
102;75;25;61;8;01/06/2009;roland garros;R16;Clay;Roger Federer;Total
65;47;13;58;8;01/06/2009;roland garros;R16;Clay;Roger Federer;F
25;22;10;3;0;01/06/2009;roland garros;R16;Clay;Roger Federer;B
12;6;2;0;0;01/06/2009;roland garros;R16;Clay;Roger Federer;S
110;91;27;38;1;01/06/2009;roland garros;R16;Clay;Tommy Haas;Total
55;46;12;33;1;01/06/2009;roland garros;R16;Clay;Tommy Haas;F
40;35;12;5;0;01/06/2009;roland garros;R16;Clay;Tommy Haas;B
15;10;3;0;0;01/06/2009;roland garros;R16;Clay;Tommy Haas;S
86;47;21;26;10;31/05/2018;roland garros;R64;Clay;Marton Fucsovics;Total
43;16;13;25;10;31/05/2018;roland garros;R64;Clay;Marton Fucsovics;F
28;26;8;1;0;31/05/2018;roland garros;R64;Clay;Marton Fucsovics;B
15;5;0;0;0;31/05/2018;roland garros;R64;Clay;Marton Fucsovics;S
82;36;30;46;6;31/05/2018;roland garros;R64;Clay;Kyle Edmund;Total
36;18;16;40;6;31/05/2018;roland garros;R64;Clay;Kyle Edmund;F
39;18;12;6;0;31/05/2018;roland garros;R64;Clay;Kyle Edmund;B
7;0;2;0;0;31/05/2018;roland garros;R64;Clay;Kyle Edmund;S
126;28;53;28;7;08/06/2018;roland garros;SF;Clay;Rafael Nadal;Total
81;13;26;23;7;08/06/2018;roland garros;SF;Clay;Rafael Nadal;F
45;9;24;4;0;08/06/2018;roland garros;SF;Clay;Rafael Nadal;B
0;6;3;1;0;08/06/2018;roland garros;SF;Clay;Rafael Nadal;S
120;41;35;32;9;08/06/2018;roland garros;SF;Clay;Juan Martin Del Potro;Total
64;18;8;29;9;08/06/2018;roland garros;SF;Clay;Juan Martin Del Potro;F
52;21;25;2;0;08/06/2018;roland garros;SF;Clay;Juan Martin Del Potro;B
4;2;2;1;0;08/06/2018;roland garros;SF;Clay;Juan Martin Del Potro;S
168;37;63;27;15;10/06/2018;roland garros;F;Clay;Rafael Nadal;Total
110;8;17;21;14;10/06/2018;roland garros;F;Clay;Rafael Nadal;F
57;26;40;5;1;10/06/2018;roland garros;F;Clay;Rafael Nadal;B
1;3;6;1;0;10/06/2018;roland garros;F;Clay;Rafael Nadal;S
158;54;50;46;17;10/06/2018;roland garros;F;Clay;Dominic Thiem;Total
90;15;14;40;17;10/06/2018;roland garros;F;Clay;Dominic Thiem;F
56;38;33;5;0;10/06/2018;roland garros;F;Clay;Dominic Thiem;B
12;1;3;1;0;10/06/2018;roland garros;F;Clay;Dominic Thiem;S
98;46;17;24;16;08/06/2018;roland garros;SF;Clay;Marco Cecchinato;Total
46;27;8;24;16;08/06/2018;roland garros;SF;Clay;Marco Cecchinato;F
33;18;6;0;0;08/06/2018;roland garros;SF;Clay;Marco Cecchinato;B
19;1;3;0;0;08/06/2018;roland garros;SF;Clay;Marco Cecchinato;S
111;27;20;42;15;08/06/2018;roland garros;SF;Clay;Dominic Thiem;Total
62;13;11;42;15;08/06/2018;roland garros;SF;Clay;Dominic Thiem;F
36;9;9;0;0;08/06/2018;roland garros;SF;Clay;Dominic Thiem;B
13;5;0;0;0;08/06/2018;roland garros;SF;Clay;Dominic Thiem;S
265;163;55;50;7;02/06/2018;roland garros;R32;Clay;Gael Monfils;Total
109;67;25;43;7;02/06/2018;roland garros;R32;Clay;Gael Monfils;F
